Jahr,Typ,Elektrizitätserzeugung (brutto),Elektrizitätserzeugung (netto)
2013,Braunkohlenkoks,0.0,0.0
2013,Deponiegas,60085.0,57388.0
2013,Dieselkraftstoff,480.0,309.0
2013,"Erdgas, Erdölgas",40924932.0,39584447.0
2013,Feste biogene Stoffe,4442525.0,4010439.0
2013,Flüssige biogene Stoffe,0.0,0.0
2013,Flüssiggas,0.0,0.0
2013,Geothermie,59366.0,50297.0
2013,Grubengas,0.0,0.0
2013,Hartbraunkohlen,0.0,0.0
2013,"Heizöl, leicht",618462.0,566104.0
2013,"Heizöl, schwer",458625.0,420833.0
2013,Hochofengas,0.0,0.0
2013,Insgesamt,462542646.0,431269663.0
2013,Kernenergie,97290038.0,92127247.0
2013,Klärgas,43638.0,40508.0
2013,Klärschlamm,120292.0,110497.0
2013,Kohlenwertstoffe aus Steinkohle,0.0,0.0
2013,Kokereigas,0.0,0.0
2013,Laufwasser,16116707.0,15885857.0
2013,Petrolkoks,0.0,0.0
2013,Photovoltaik,0.0,0.0
2013,Pumpspeicher mit natürlichem Zufluss,529895.0,508740.0
2013,Pumpspeicher ohne natürlichen Zufluss,5784124.0,5651419.0
2013,Pumpspeicherwasser,0.0,0.0
2013,Raffineriegas,0.0,0.0
2013,Rohbraunkohlen,156102742.0,145121600.0
2013,Solarthermie,0.0,0.0
2013,Sonstige Braunkohlen,0.0,0.0
2013,Sonstige Energieträger,0.0,0.0
2013,Sonstige Mineralölprodukte,0.0,0.0
2013,Sonstige Steinkohlen,0.0,0.0
2013,Sonstige erneuerbare Energien,0.0,0.0
2013,Sonstige hergestellte Gase,0.0,0.0
2013,Speicherwasser,726085.0,720887.0
2013,Staub- und Trockenkohle,215294.0,194947.0
2013,Steinkohlen,120700846.0,110723984.0
2013,Steinkohlenbriketts,0.0,0.0
2013,Steinkohlenkoks,0.0,0.0
2013,Strom (Elektrokessel),0.0,0.0
2013,Wasserstoff,0.0,0.0
2013,Windkraft,0.0,0.0
2013,Wirbelschichtkohle,0.0,0.0
2013,Wärme,472281.0,417240.0
2013,Wärmepumpen (Erd- und Umweltwärme),0.0,0.0
2014,"Abfall (Hausmüll, Industrie)",0.0,0.0
2014,"Abfall (Hausmüll, Siedlungsabfälle)",11591850.0,9203020.0
2014,Abfall (Industrie),1138843.0,899879.0
2014,Andere Speicher,0.0,0.0
2014,Biogas,1169480.0,1135402.0
2014,Biomethan (Bioerdgas),0.0,0.0
2014,Braunkohlenbriketts,89591.0,76765.0
2014,Braunkohlenkoks,0.0,0.0
2014,Deponiegas,79012.0,75515.0
2014,Dieselkraftstoff,100.0,95.0
2014,"Erdgas, Erdölgas",32308958.0,31122120.0
2014,Feste biogene Stoffe,4747786.0,4281009.0
2014,Flüssige biogene Stoffe,1535.0,1426.0
2014,Flüssiggas,4.0,2.0
2014,Geothermie,95028.0,52831.0
2014,Grubengas,0.0,0.0
2014,Hartbraunkohlen,0.0,0.0
2014,"Heizöl, leicht",556331.0,511960.0
2014,"Heizöl, schwer",391988.0,359906.0
2014,Hochofengas,0.0,0.0
2014,Insgesamt,445529657.0,414426524.0
2014,Kernenergie,97129277.0,91800049.0
2014,Klärgas,33858.0,32537.0
2014,Klärschlamm,131877.0,120755.0
2014,Kohlenwertstoffe aus Steinkohle,0.0,0.0
2014,Kokereigas,0.0,0.0
2014,Laufwasser,15172574.0,14965005.0
2014,Petrolkoks,0.0,0.0
2014,Photovoltaik,0.0,0.0
2014,Pumpspeicher mit natürlichem Zufluss,223159.0,91006.0
2014,Pumpspeicher ohne natürlichen Zufluss,5856898.0,5737564.0
2014,Pumpspeicherwasser,0.0,0.0
2014,Raffineriegas,0.0,0.0
2014,Rohbraunkohlen,151580242.0,140791233.0
2014,Solarthermie,0.0,0.0
2014,Sonstige Braunkohlen,0.0,0.0
2014,Sonstige Energieträger,0.0,0.0
2014,Sonstige Mineralölprodukte,0.0,0.0
2014,Sonstige Steinkohlen,0.0,0.0
2014,Sonstige erneuerbare Energien,0.0,0.0
2014,Sonstige hergestellte Gase,0.0,0.0
2014,Speicherwasser,551477.0,544901.0
2014,Staub- und Trockenkohle,249330.0,227179.0
2014,Steinkohlen,117517017.0,107734160.0
2014,Steinkohlenbriketts,0.0,0.0
2014,Steinkohlenkoks,0.0,0.0
2014,Strom (Elektrokessel),0.0,0.0
2014,Wasserstoff,0.0,0.0
2014,Windkraft,0.0,0.0
2014,Wirbelschichtkohle,0.0,0.0
2014,Wärme,591779.0,558991.0
2014,Wärmepumpen (Erd- und Umweltwärme),0.0,0.0
2015,"Abfall (Hausmüll, Industrie)",0.0,0.0
2015,"Abfall (Hausmüll, Siedlungsabfälle)",11020302.0,8678621.0
2015,Abfall (Industrie),1054019.0,822492.0
2015,Andere Speicher,0.0,0.0
2015,Biogas,1707024.0,1656879.0
2015,Biomethan (Bioerdgas),0.0,0.0
2015,Braunkohlenbriketts,60003.0,53241.0
2015,Braunkohlenkoks,1321.0,1090.0
2015,Deponiegas,86314.0,83700.0
2015,Dieselkraftstoff,135.0,131.0
2015,"Erdgas, Erdölgas",31276477.0,30123232.0
2015,Feste biogene Stoffe,4867911.0,4376181.0
2015,Flüssige biogene Stoffe,947.0,890.0
2015,Flüssiggas,0.0,0.0
2015,Geothermie,134122.0,91532.0
2015,Grubengas,0.0,0.0
2015,Hartbraunkohlen,0.0,0.0
2015,"Heizöl, leicht",600591.0,540852.0
2015,"Heizöl, schwer",396992.0,362716.0
2015,Hochofengas,0.0,0.0
2015,Insgesamt,433688820.0,402398137.0
2015,Kernenergie,91786311.0,86765007.0
2015,Klärgas,42345.0,39870.0
2015,Klärschlamm,160553.0,145955.0
2015,Kohlenwertstoffe aus Steinkohle,0.0,0.0
2015,Kokereigas,0.0,0.0
2015,Laufwasser,14674461.0,14439343.0
2015,Petrolkoks,0.0,0.0
2015,Photovoltaik,0.0,0.0
2015,Pumpspeicher mit natürlichem Zufluss,294405.0,268169.0
2015,Pumpspeicher ohne natürlichen Zufluss,5921283.0,5798668.0
2015,Pumpspeicherwasser,0.0,0.0
2015,Raffineriegas,0.0,0.0
2015,Rohbraunkohlen,150072555.0,139371157.0
2015,Solarthermie,0.0,0.0
2015,Sonstige Braunkohlen,0.0,0.0
2015,Sonstige Energieträger,31915.0,30406.0
2015,Sonstige Mineralölprodukte,45273.0,42080.0
2015,Sonstige Steinkohlen,0.0,0.0
2015,Sonstige erneuerbare Energien,0.0,0.0
2015,Sonstige hergestellte Gase,0.0,0.0
2015,Speicherwasser,567791.0,562090.0
2015,Staub- und Trockenkohle,307569.0,280994.0
2015,Steinkohlen,116802798.0,106207512.0
2015,Steinkohlenbriketts,0.0,0.0
2015,Steinkohlenkoks,0.0,0.0
2015,Strom (Elektrokessel),0.0,0.0
2015,Wasserstoff,0.0,0.0
2015,Windkraft,0.0,0.0
2015,Wirbelschichtkohle,0.0,0.0
2015,Wärme,566358.0,535377.0
2015,Wärmepumpen (Erd- und Umweltwärme),0.0,0.0
2016,"Abfall (Hausmüll, Industrie)",0.0,0.0
2016,"Abfall (Hausmüll, Siedlungsabfälle)",11317640.0,9003436.0
2016,Abfall (Industrie),1183999.0,942120.0
2016,Andere Speicher,0.0,0.0
2016,Biogas,1778274.0,1730984.0
2016,Biomethan (Bioerdgas),0.0,0.0
2016,Braunkohlenbriketts,0.0,0.0
2016,Braunkohlenkoks,0.0,0.0
2016,Deponiegas,75614.0,72410.0
2016,Dieselkraftstoff,114.0,114.0
2016,"Erdgas, Erdölgas",47900135.0,46503022.0
2016,Feste biogene Stoffe,5187391.0,4682300.0
2016,Flüssige biogene Stoffe,0.0,0.0
2016,Flüssiggas,0.0,0.0
2016,Geothermie,162464.0,152650.0
2016,Grubengas,138300.0,134240.0
2016,Hartbraunkohlen,0.0,0.0
2016,"Heizöl, leicht",656029.0,602330.0
2016,"Heizöl, schwer",376075.0,343823.0
2016,Hochofengas,0.0,0.0
2016,Insgesamt,432429504.0,403201939.0
2016,Kernenergie,84634366.0,80038153.0
2016,Klärgas,45428.0,41986.0
2016,Klärschlamm,145675.0,131821.0
2016,Kohlenwertstoffe aus Steinkohle,0.0,0.0
2016,Kokereigas,0.0,0.0
2016,Laufwasser,15966237.0,15710922.0
2016,Petrolkoks,0.0,0.0
2016,Photovoltaik,0.0,0.0
2016,Pumpspeicher mit natürlichem Zufluss,113705.0,94108.0
2016,Pumpspeicher ohne natürlichen Zufluss,5588358.0,5450752.0
2016,Pumpspeicherwasser,0.0,0.0
2016,Raffineriegas,0.0,0.0
2016,Rohbraunkohlen,145250857.0,134885571.0
2016,Solarthermie,0.0,0.0
2016,Sonstige Braunkohlen,0.0,0.0
2016,Sonstige Energieträger,47498.0,44992.0
2016,Sonstige Mineralölprodukte,104116.0,108742.0
2016,Sonstige Steinkohlen,0.0,0.0
2016,Sonstige erneuerbare Energien,0.0,0.0
2016,Sonstige hergestellte Gase,0.0,0.0
2016,Speicherwasser,634218.0,628061.0
2016,Staub- und Trockenkohle,209934.0,191570.0
2016,Steinkohlen,108833368.0,99764932.0
2016,Steinkohlenbriketts,0.0,0.0
2016,Steinkohlenkoks,0.0,0.0
2016,Strom (Elektrokessel),0.0,0.0
2016,Wasserstoff,0.0,0.0
2016,Windkraft,0.0,0.0
2016,Wirbelschichtkohle,0.0,0.0
2016,Wärme,546943.0,525936.0
2016,Wärmepumpen (Erd- und Umweltwärme),0.0,0.0
2017,"Abfall (Hausmüll, Industrie)",0.0,0.0
2017,"Abfall (Hausmüll, Siedlungsabfälle)",11349734.0,9103612.0
2017,Abfall (Industrie),1085700.0,864336.0
2017,Andere Speicher,0.0,0.0
2017,Biogas,1806365.0,1757636.0
2017,Biomethan (Bioerdgas),0.0,0.0
2017,Braunkohlenbriketts,0.0,0.0
2017,Braunkohlenkoks,256.0,194.0
2017,Deponiegas,70627.0,67784.0
2017,Dieselkraftstoff,136.0,136.0
2017,"Erdgas, Erdölgas",50665929.0,48956363.0
2017,Feste biogene Stoffe,5211908.0,4703454.0
2017,Flüssige biogene Stoffe,1086.0,1013.0
2017,Flüssiggas,0.0,0.0
2017,Geothermie,152826.0,147306.0
2017,Grubengas,104971.0,78413.0
2017,Hartbraunkohlen,0.0,0.0
2017,"Heizöl, leicht",663323.0,603436.0
2017,"Heizöl, schwer",335915.0,307095.0
2017,Hochofengas,0.0,0.0
2017,Insgesamt,406283417.0,378941372.0
2017,Kernenergie,76324402.0,72154983.0
2017,Klärgas,38116.0,35402.0
2017,Klärschlamm,115743.0,104272.0
2017,Kohlenwertstoffe aus Steinkohle,0.0,0.0
2017,Kokereigas,0.0,0.0
2017,Laufwasser,15688946.0,15566110.0
2017,Petrolkoks,0.0,0.0
2017,Photovoltaik,0.0,0.0
2017,Pumpspeicher mit natürlichem Zufluss,412731.0,361982.0
2017,Pumpspeicher ohne natürlichen Zufluss,6004582.0,5909658.0
2017,Pumpspeicherwasser,0.0,0.0
2017,Raffineriegas,0.0,0.0
2017,Rohbraunkohlen,144182920.0,133983240.0
2017,Solarthermie,0.0,0.0
2017,Sonstige Braunkohlen,0.0,0.0
2017,Sonstige Energieträger,44214.0,41829.0
2017,Sonstige Mineralölprodukte,95346.0,65288.0
2017,Sonstige Steinkohlen,0.0,0.0
2017,Sonstige erneuerbare Energien,0.0,0.0
2017,Sonstige hergestellte Gase,0.0,0.0
2017,Speicherwasser,626930.0,621850.0
2017,Staub- und Trockenkohle,142809.0,129584.0
2017,Steinkohlen,89461229.0,81723616.0
2017,Steinkohlenbriketts,0.0,0.0
2017,Steinkohlenkoks,0.0,0.0
2017,Strom (Elektrokessel),0.0,0.0
2017,Wasserstoff,0.0,0.0
2017,Windkraft,0.0,0.0
2017,Wirbelschichtkohle,0.0,0.0
2017,Wärme,533026.0,515228.0
2017,Wärmepumpen (Erd- und Umweltwärme),0.0,0.0
2018,"Abfall (Hausmüll, Industrie)",0.0,0.0
2018,"Abfall (Hausmüll, Siedlungsabfälle)",11753791.0,9368342.0
2018,Abfall (Industrie),678735.0,532107.0
2018,Andere Speicher,73797.0,73797.0
2018,Biogas,1846769.0,1776954.0
2018,Biomethan (Bioerdgas),783692.0,766717.0
2018,Braunkohlenbriketts,0.0,0.0
2018,Braunkohlenkoks,0.0,0.0
2018,Deponiegas,58562.0,53825.0
2018,Dieselkraftstoff,404.0,395.0
2018,"Erdgas, Erdölgas",46282097.0,44533130.0
2018,Feste biogene Stoffe,5162210.0,4621836.0
2018,Flüssige biogene Stoffe,0.0,0.0
2018,Flüssiggas,0.0,0.0
2018,Geothermie,0.0,0.0
2018,Grubengas,142767.0,138398.0
2018,Hartbraunkohlen,0.0,0.0
2018,"Heizöl, leicht",491790.0,455811.0
2018,"Heizöl, schwer",242804.0,222275.0
2018,Hochofengas,0.0,0.0
2018,Insgesamt,387499605.0,361342016.0
2018,Kernenergie,76004802.0,71866451.0
2018,Klärgas,26548.0,24716.0
2018,Klärschlamm,299366.0,273648.0
2018,Kohlenwertstoffe aus Steinkohle,0.0,0.0
2018,Kokereigas,0.0,0.0
2018,Laufwasser,13986518.0,13859806.0
2018,Petrolkoks,0.0,0.0
2018,Photovoltaik,0.0,0.0
2018,Pumpspeicher mit natürlichem Zufluss,523606.0,523606.0
2018,Pumpspeicher ohne natürlichen Zufluss,5585581.0,5585581.0
2018,Pumpspeicherwasser,0.0,0.0
2018,Raffineriegas,0.0,0.0
2018,Rohbraunkohlen,141293804.0,131497568.0
2018,Solarthermie,0.0,0.0
2018,Sonstige Braunkohlen,0.0,0.0
2018,Sonstige Energieträger,0.0,0.0
2018,Sonstige Mineralölprodukte,89981.0,73488.0
2018,Sonstige Steinkohlen,0.0,0.0
2018,Sonstige erneuerbare Energien,0.0,0.0
2018,Sonstige hergestellte Gase,0.0,0.0
2018,Speicherwasser,532335.0,528215.0
2018,Staub- und Trockenkohle,114054.0,103460.0
2018,Steinkohlen,79335803.0,72406068.0
2018,Steinkohlenbriketts,0.0,0.0
2018,Steinkohlenkoks,0.0,0.0
2018,Strom (Elektrokessel),0.0,0.0
2018,Wasserstoff,0.0,0.0
2018,Windkraft,0.0,0.0
2018,Wirbelschichtkohle,0.0,0.0
2018,Wärme,480932.0,461979.0
2018,Wärmepumpen (Erd- und Umweltwärme),0.0,0.0
2019,"Abfall (Hausmüll, Industrie)",0.0,0.0
2019,"Abfall (Hausmüll, Siedlungsabfälle)",11094379.0,8807724.0
2019,Abfall (Industrie),696520.0,546308.0
2019,Andere Speicher,21676.0,21676.0
2019,Biogas,1974567.0,1909288.0
2019,Biomethan (Bioerdgas),804642.0,786940.0
2019,Braunkohlenbriketts,0.0,0.0
2019,Braunkohlenkoks,0.0,0.0
2019,Deponiegas,59339.0,54243.0
2019,Dieselkraftstoff,136.0,134.0
2019,"Erdgas, Erdölgas",54669064.0,52899669.0
2019,Feste biogene Stoffe,4895423.0,4365482.0
2019,Flüssige biogene Stoffe,0.0,0.0
2019,Flüssiggas,0.0,0.0
2019,Geothermie,0.0,0.0
2019,Grubengas,84775.0,82699.0
2019,Hartbraunkohlen,0.0,0.0
2019,"Heizöl, leicht",474702.0,435206.0
2019,"Heizöl, schwer",217742.0,196806.0
2019,Hochofengas,0.0,0.0
2019,Insgesamt,333450755.0,311088542.0
2019,Kernenergie,75071236.0,70992174.0
2019,Klärgas,4545.0,1627.0
2019,Klärschlamm,141151.0,99483.0
2019,Kohlenwertstoffe aus Steinkohle,0.0,0.0
2019,Kokereigas,0.0,0.0
2019,Laufwasser,15596938.0,15466372.0
2019,Petrolkoks,0.0,0.0
2019,Photovoltaik,0.0,0.0
2019,Pumpspeicher mit natürlichem Zufluss,415434.0,415434.0
2019,Pumpspeicher ohne natürlichen Zufluss,1429649.0,1429649.0
2019,Pumpspeicherwasser,0.0,0.0
2019,Raffineriegas,0.0,0.0
2019,Rohbraunkohlen,109976600.0,101924390.0
2019,Solarthermie,0.0,0.0
2019,Sonstige Braunkohlen,0.0,0.0
2019,Sonstige Energieträger,0.0,0.0
2019,Sonstige Mineralölprodukte,92261.0,85141.0
2019,Sonstige Steinkohlen,0.0,0.0
2019,Sonstige erneuerbare Energien,0.0,0.0
2019,Sonstige hergestellte Gase,0.0,0.0
2019,Speicherwasser,762301.0,757694.0
2019,Staub- und Trockenkohle,0.0,0.0
2019,Steinkohlen,54522044.0,49502522.0
2019,Steinkohlenbriketts,0.0,0.0
2019,Steinkohlenkoks,0.0,0.0
2019,Strom (Elektrokessel),0.0,0.0
2019,Wasserstoff,0.0,0.0
2019,Windkraft,0.0,0.0
2019,Wirbelschichtkohle,0.0,0.0
2019,Wärme,565801.0,541179.0
2019,Wärmepumpen (Erd- und Umweltwärme),0.0,0.0
2020,"Abfall (Hausmüll, Industrie)",0.0,0.0
2020,"Abfall (Hausmüll, Siedlungsabfälle)",11104186.0,8806724.0
2020,Abfall (Industrie),523452.0,394625.0
2020,Andere Speicher,0.0,0.0
2020,Biogas,2253937.0,2177331.0
2020,Biomethan (Bioerdgas),923385.0,904378.0
2020,Braunkohlenbriketts,0.0,0.0
2020,Braunkohlenkoks,0.0,0.0
2020,Deponiegas,75113.0,70880.0
2020,Dieselkraftstoff,147.0,145.0
2020,"Erdgas, Erdölgas",58826497.0,57096199.0
2020,Feste biogene Stoffe,5017149.0,4441567.0
2020,Flüssige biogene Stoffe,3747.0,3449.0
2020,Flüssiggas,0.0,0.0
2020,Geothermie,0.0,0.0
2020,Grubengas,722800.0,716510.0
2020,Hartbraunkohlen,0.0,0.0
2020,"Heizöl, leicht",500688.0,454383.0
2020,"Heizöl, schwer",167873.0,151801.0
2020,Hochofengas,0.0,0.0
2020,Insgesamt,289448384.0,270489800.0
2020,Kernenergie,64382398.0,60914325.0
2020,Klärgas,2201.0,1952.0
2020,Klärschlamm,173954.0,126970.0
2020,Kohlenwertstoffe aus Steinkohle,0.0,0.0
2020,Kokereigas,0.0,0.0
2020,Laufwasser,14230038.0,14100154.0
2020,Petrolkoks,0.0,0.0
2020,Photovoltaik,0.0,0.0
2020,Pumpspeicher mit natürlichem Zufluss,507079.0,507079.0
2020,Pumpspeicher ohne natürlichen Zufluss,0.0,0.0
2020,Pumpspeicherwasser,0.0,0.0
2020,Raffineriegas,0.0,0.0
2020,Rohbraunkohlen,88696216.0,82127603.0
2020,Solarthermie,0.0,0.0
2020,Sonstige Braunkohlen,0.0,0.0
2020,Sonstige Energieträger,0.0,0.0
2020,Sonstige Mineralölprodukte,48490.0,44447.0
2020,Sonstige Steinkohlen,0.0,0.0
2020,Sonstige erneuerbare Energien,0.0,0.0
2020,Sonstige hergestellte Gase,0.0,0.0
2020,Speicherwasser,898621.0,894433.0
2020,Staub- und Trockenkohle,2535.0,2156.0
2020,Steinkohlen,39228231.0,35460409.0
2020,Steinkohlenbriketts,0.0,0.0
2020,Steinkohlenkoks,0.0,0.0
2020,Strom (Elektrokessel),0.0,0.0
2020,Wasserstoff,5855.0,4912.0
2020,Windkraft,0.0,0.0
2020,Wirbelschichtkohle,0.0,0.0
2020,Wärme,536607.0,514311.0
2020,Wärmepumpen (Erd- und Umweltwärme),0.0,0.0
2021,"Abfall (Hausmüll, Industrie)",0.0,0.0
2021,"Abfall (Hausmüll, Siedlungsabfälle)",10877853.0,8559383.0
2021,Abfall (Industrie),509642.0,375927.0
2021,Andere Speicher,0.0,0.0
2021,Biogas,2421706.0,2305019.0
2021,Biomethan (Bioerdgas),1058011.0,1036391.0
2021,Braunkohlenbriketts,0.0,0.0
2021,Braunkohlenkoks,0.0,0.0
2021,Deponiegas,66831.0,62707.0
2021,Dieselkraftstoff,87.0,86.0
2021,"Erdgas, Erdölgas",53453213.0,51795658.0
2021,Feste biogene Stoffe,4780620.0,4215786.0
2021,Flüssige biogene Stoffe,0.0,0.0
2021,Flüssiggas,0.0,0.0
2021,Geothermie,0.0,0.0
2021,Grubengas,613479.0,606925.0
2021,Hartbraunkohlen,0.0,0.0
2021,"Heizöl, leicht",598684.0,555125.0
2021,"Heizöl, schwer",203409.0,184404.0
2021,Hochofengas,0.0,0.0
2021,Insgesamt,319623928.0,298594508.0
2021,Kernenergie,69130451.0,65444269.0
2021,Klärgas,0.0,0.0
2021,Klärschlamm,212480.0,193210.0
2021,Kohlenwertstoffe aus Steinkohle,0.0,0.0
2021,Kokereigas,0.0,0.0
2021,Laufwasser,14996268.0,14869915.0
2021,Petrolkoks,0.0,0.0
2021,Photovoltaik,0.0,0.0
2021,Pumpspeicher mit natürlichem Zufluss,488199.0,488199.0
2021,Pumpspeicher ohne natürlichen Zufluss,0.0,0.0
2021,Pumpspeicherwasser,0.0,0.0
2021,Raffineriegas,0.0,0.0
2021,Rohbraunkohlen,107136315.0,99369899.0
2021,Solarthermie,0.0,0.0
2021,Sonstige Braunkohlen,0.0,0.0
2021,Sonstige Energieträger,0.0,0.0
2021,Sonstige Mineralölprodukte,26536.0,27574.0
2021,Sonstige Steinkohlen,0.0,0.0
2021,Sonstige erneuerbare Energien,0.0,0.0
2021,Sonstige hergestellte Gase,0.0,0.0
2021,Speicherwasser,690104.0,686116.0
2021,Staub- und Trockenkohle,0.0,0.0
2021,Steinkohlen,51105726.0,46662272.0
2021,Steinkohlenbriketts,0.0,0.0
2021,Steinkohlenkoks,0.0,0.0
2021,Strom (Elektrokessel),0.0,0.0
2021,Wasserstoff,4449.0,3880.0
2021,Windkraft,0.0,0.0
2021,Wirbelschichtkohle,0.0,0.0
2021,Wärme,552733.0,534328.0
2021,Wärmepumpen (Erd- und Umweltwärme),0.0,0.0
2022,"Abfall (Hausmüll, Industrie)",0.0,0.0
2022,"Abfall (Hausmüll, Siedlungsabfälle)",10494870.0,8248923.0
2022,Abfall (Industrie),542528.0,368800.0
2022,Andere Speicher,0.0,0.0
2022,Biogas,2781280.0,2662856.0
2022,Biomethan (Bioerdgas),1031257.0,1007771.0
2022,Braunkohlenbriketts,12474.0,11437.0
2022,Braunkohlenkoks,0.0,0.0
2022,Deponiegas,59865.0,56080.0
2022,Dieselkraftstoff,97.0,130.0
2022,"Erdgas, Erdölgas",46636173.0,45163692.0
2022,Feste biogene Stoffe,5157300.0,4555379.0
2022,Flüssige biogene Stoffe,0.0,0.0
2022,Flüssiggas,0.0,0.0
2022,Geothermie,0.0,0.0
2022,Grubengas,582598.0,577320.0
2022,Hartbraunkohlen,0.0,0.0
2022,"Heizöl, leicht",829010.0,773966.0
2022,"Heizöl, schwer",237153.0,214907.0
2022,Hochofengas,0.0,0.0
2022,Insgesamt,293024355.0,273144777.0
2022,Kernenergie,34709262.0,32765409.0
2022,Klärgas,2369.0,2206.0
2022,Klärschlamm,206727.0,181850.0
2022,Kohlenwertstoffe aus Steinkohle,0.0,0.0
2022,Kokereigas,0.0,0.0
2022,Laufwasser,13404202.0,13281637.0
2022,Petrolkoks,0.0,0.0
2022,Photovoltaik,0.0,0.0
2022,Pumpspeicher mit natürlichem Zufluss,458795.0,458795.0
2022,Pumpspeicher ohne natürlichen Zufluss,0.0,0.0
2022,Pumpspeicherwasser,0.0,0.0
2022,Raffineriegas,0.0,0.0
2022,Rohbraunkohlen,113611257.0,105943522.0
2022,Solarthermie,0.0,0.0
2022,Sonstige Braunkohlen,0.0,0.0
2022,Sonstige Energieträger,0.0,0.0
2022,Sonstige Mineralölprodukte,0.0,0.0
2022,Sonstige Steinkohlen,0.0,0.0
2022,Sonstige erneuerbare Energien,0.0,0.0
2022,Sonstige hergestellte Gase,187.0,162.0
2022,Speicherwasser,614789.0,611161.0
2022,Staub- und Trockenkohle,0.0,0.0
2022,Steinkohlen,60759488.0,55443583.0
2022,Steinkohlenbriketts,0.0,0.0
2022,Steinkohlenkoks,0.0,0.0
2022,Strom (Elektrokessel),0.0,0.0
2022,Wasserstoff,0.0,0.0
2022,Windkraft,0.0,0.0
2022,Wirbelschichtkohle,0.0,0.0
2022,Wärme,346036.0,330541.0
2022,Wärmepumpen (Erd- und Umweltwärme),0.0,0.0
2023,"Abfall (Hausmüll, Industrie)",0.0,0.0
2023,"Abfall (Hausmüll, Siedlungsabfälle)",10660390.0,8426706.0
2023,Abfall (Industrie),504530.0,337381.0
2023,Andere Speicher,0.0,0.0
2023,Biogas,2734483.0,2628872.0
2023,Biomethan (Bioerdgas),955826.0,936420.0
2023,Braunkohlenbriketts,0.0,0.0
2023,Braunkohlenkoks,0.0,0.0
2023,Deponiegas,57261.0,53592.0
2023,Dieselkraftstoff,17.0,32.0
2023,"Erdgas, Erdölgas",45638887.0,44255013.0
2023,Feste biogene Stoffe,4856031.0,4314766.0
2023,Flüssige biogene Stoffe,0.0,0.0
2023,Flüssiggas,0.0,0.0
2023,Geothermie,0.0,0.0
2023,Grubengas,505893.0,501442.0
2023,Hartbraunkohlen,0.0,0.0
2023,"Heizöl, leicht",592796.0,544708.0
2023,"Heizöl, schwer",232189.0,209715.0
2023,Hochofengas,0.0,0.0
2023,Insgesamt,212343879.0,197288057.0
2023,Kernenergie,5376633.0,4996402.0
2023,Klärgas,1601.0,1497.0
2023,Klärschlamm,169936.0,131568.0
2023,Kohlenwertstoffe aus Steinkohle,0.0,0.0
2023,Kokereigas,0.0,0.0
2023,Laufwasser,15188945.0,15063243.0
2023,Petrolkoks,0.0,0.0
2023,Photovoltaik,0.0,0.0
2023,Pumpspeicher mit natürlichem Zufluss,438707.0,438707.0
2023,Pumpspeicher ohne natürlichen Zufluss,0.0,0.0
2023,Pumpspeicherwasser,0.0,0.0
2023,Raffineriegas,0.0,0.0
2023,Rohbraunkohlen,83954004.0,77586126.0
2023,Solarthermie,0.0,0.0
2023,Sonstige Braunkohlen,0.0,0.0
2023,Sonstige Energieträger,0.0,0.0
2023,Sonstige Mineralölprodukte,0.0,0.0
2023,Sonstige Steinkohlen,0.0,0.0
2023,Sonstige erneuerbare Energien,0.0,0.0
2023,Sonstige hergestellte Gase,0.0,0.0
2023,Speicherwasser,843279.0,839316.0
2023,Staub- und Trockenkohle,2098.0,0.0
2023,Steinkohlen,36824527.0,33391799.0
2023,Steinkohlenbriketts,0.0,0.0
2023,Steinkohlenkoks,0.0,0.0
2023,Strom (Elektrokessel),0.0,0.0
2023,Wasserstoff,1421.0,1227.0
2023,Windkraft,0.0,0.0
2023,Wirbelschichtkohle,0.0,0.0
2023,Wärme,440012.0,422153.0
2023,Wärmepumpen (Erd- und Umweltwärme),0.0,0.0
2024,"Abfall (Hausmüll, Industrie)",0.0,0.0
2024,"Abfall (Hausmüll, Siedlungsabfälle)",10360014.0,8103057.0
2024,Abfall (Industrie),462157.0,302544.0
2024,Andere Speicher,0.0,0.0
2024,Biogas,2654988.0,2564677.0
2024,Biomethan (Bioerdgas),884681.0,868105.0
2024,Braunkohlenbriketts,0.0,0.0
2024,Braunkohlenkoks,0.0,0.0
2024,Deponiegas,62411.0,58672.0
2024,Dieselkraftstoff,57.0,88.0
2024,"Erdgas, Erdölgas",49271198.0,47744737.0
2024,Feste biogene Stoffe,4591252.0,4074438.0
2024,Flüssige biogene Stoffe,0.0,0.0
2024,Flüssiggas,0.0,0.0
2024,Geothermie,0.0,0.0
2024,Grubengas,491217.0,486810.0
2024,Hartbraunkohlen,0.0,0.0
2024,"Heizöl, leicht",571400.0,522878.0
2024,"Heizöl, schwer",171941.0,154815.0
2024,Hochofengas,0.0,0.0
2024,Insgesamt,192629249.0,179503951.0
2024,Kernenergie,0.0,0.0
2024,Klärgas,3063.0,2939.0
2024,Klärschlamm,229265.0,198268.0
2024,Kohlenwertstoffe aus Steinkohle,0.0,0.0
2024,Kokereigas,0.0,0.0
2024,Laufwasser,17549032.0,17400482.0
2024,Petrolkoks,0.0,0.0
2024,Photovoltaik,0.0,0.0
2024,Pumpspeicher mit natürlichem Zufluss,439439.0,439439.0
2024,Pumpspeicher ohne natürlichen Zufluss,0.0,0.0
2024,Pumpspeicherwasser,0.0,0.0
