,Biomass,Hard coal,Hydropower,Lignite,Mineral oil,Natural gas,Nuclear,Other,Solar,Wind,Year,Cost,GWP,Variable,Perturbation,Cost_Sensitivity,GWP_Sensitivity,Cost_Normalized_Sensitivity,GWP_Normalized_Sensitivity
12,7.473611665920007,4.737570620222918,0.5783800753362033,9.576831356271072,9.426193315177075,7.8510209961323705,9.912175011940384,5.444216958999962,15.0,30.0,2025.0,9.530396065357142,24.71968445094997,Mineral oil,0%,,,,
13,7.60393190610619,4.8201814607007325,0.588465511094182,9.743826246875704,8.631505325105598,7.987922267921528,10.085017418806936,5.539149863389132,15.0,30.0,2025.0,9.799210814523805,24.73157232404997,Mineral oil,-10%,0.028206041734592922,0.00048090715411798463,-0.33456602511674,-0.005704281250003607
14,7.347683153513304,4.657743724299643,0.5686345137859701,9.415464111065589,10.194100712172382,7.718733229639887,9.74515730888518,5.352483246638041,15.0,30.0,2025.0,9.530396065357142,24.71968445094997,Mineral oil,+10%,0.0,0.0,0.0,0.0
15,7.473611665920007,4.737570620222918,0.5783800753362033,9.576831356271072,9.426193315177075,7.8510209961323705,9.912175011940384,5.444216958999962,15.0,30.0,2025.0,9.530396065357142,24.71968445094997,Natural gas,0%,,,,
16,7.581839264566208,4.8061767927889365,0.5867557696399212,9.715516306287306,9.562696830810424,7.1682425746259675,10.055716173410556,5.523056287870679,15.0,30.0,2025.0,9.799210814523805,24.73157232404997,Natural gas,-10%,0.028206041734592922,0.00048090715411798463,-0.32433102585096596,-0.005529776637991123
17,7.368430390099624,4.670895531336978,0.5702401348425915,9.442050023577188,9.293532015214033,8.514580997231906,9.772674157398395,5.367596750299287,15.0,30.0,2025.0,9.530396065357142,24.71968445094997,Natural gas,+10%,0.0,0.0,0.0,0.0
18,7.473611665920007,4.737570620222918,0.5783800753362033,9.576831356271072,9.426193315177075,7.8510209961323705,9.912175011940384,5.444216958999962,15.0,30.0,2025.0,9.530396065357142,24.71968445094997,Nuclear,0%,,,,
19,7.6107740742848256,4.824518755223211,0.5889950239888201,9.7525939342653,9.599191249056595,7.995109958215164,9.084682905079308,5.5441340998867705,15.0,30.0,2025.0,9.799210814523805,24.738367676649972,Nuclear,-10%,0.028206041734592922,0.0007558035676820315,-0.33786814369495566,-0.00905344857720917
20,7.341305654173972,4.653700986350294,0.5681409614429763,9.407291859364843,9.259320576904463,7.712033673460878,10.710368786133376,5.347837502169201,15.0,30.0,2025.0,9.530396065357142,24.71968445094997,Nuclear,+10%,0.0,0.0,0.0,0.0
21,7.473611665920007,4.737570620222918,0.5783800753362033,9.576831356271072,9.426193315177075,7.8510209961323705,9.912175011940384,5.444216958999962,15.0,30.0,2025.0,9.530396065357142,24.71968445094997,Other,0%,,,,
22,7.548329380144556,4.784934661003174,0.5841624519318734,9.672576088596077,9.520432038010428,7.929511874355936,10.011272355098193,4.948781150859768,15.0,30.0,2025.0,9.483632442222218,25.32001082007498,Other,-10%,-0.004906786959768511,0.024285357295567748,0.05391942274187092,-0.2668655593147808
23,7.400358651244036,4.691135061929977,0.5727110513032726,9.482963518437158,9.333801964365538,7.774068783205176,9.815020284871611,5.929940684643236,15.0,30.0,2025.0,9.530396065357142,24.71968445094997,Other,+10%,0.0,0.0,0.0,0.0
24,7.473611665920007,4.737570620222918,0.5783800753362033,9.576831356271072,9.426193315177075,7.8510209961323705,9.912175011940384,5.444216958999962,15.0,30.0,2025.0,9.530396065357142,24.71968445094997,Solar,0%,,,,
25,7.473611665920009,4.737570620222919,0.5783800753362034,9.576831356271072,9.426193315177077,7.851020996132372,9.912175011940384,5.444216958999962,15.0,30.0,2025.0,9.530396065357142,24.71968445094997,Solar,-10%,0.0,0.0,,
26,7.2697858932131,4.608364148762294,0.5626060732815796,9.31564504655459,9.169115315672247,7.636902241692399,9.641842966160192,5.2957383146636,16.5,30.0,2025.0,9.507170798690474,24.78215375804998,Solar,+10%,-0.0024369676252061537,0.00252710778828768,-0.024369676252061535,0.0252710778828768
27,7.473611665920007,4.737570620222918,0.5783800753362033,9.576831356271072,9.426193315177075,7.8510209961323705,9.912175011940384,5.444216958999962,15.0,30.0,2025.0,9.530396065357142,24.71968445094997,Wind,0%,,,,
28,7.473611665920009,4.737570620222919,0.5783800753362034,9.576831356271072,9.426193315177077,7.851020996132372,9.912175011940384,5.444216958999962,15.0,30.0,2025.0,9.530396065357142,24.71968445094997,Wind,-10%,0.0,0.0,,
29,7.267156850569306,5.6200322855563805,0.8598130706330539,5.942033182576411,10.49483565137501,7.858200734661701,10.64094895435773,6.316979270270407,15.0,30.0,2026.0,9.507170798690474,24.78215375804998,Biomass,0%,,,,
30,6.628017239858427,5.695284145914418,0.8713259107445922,6.02159661363485,10.635360806176614,7.963421522426562,10.783430556616189,6.4015632046283475,15.0,30.0,2026.0,9.42810053744047,25.533714708108313,Biomass,-10%,-0.008316907618920205,0.030326700310065038,0.09456505459138069,-0.34482120059547783
31,7.889626798468195,5.546743099889633,0.8486005016351369,5.864544878056341,10.357975590878137,7.755724253498181,10.50218347331404,6.234601404260335,15.0,30.0,2026.0,10.34095196535714,24.73316067254997,Biomass,+10%,0.0877002406206389,-0.0019769502674517885,1.0238749783409251,-0.0230803233599331
32,7.267156850569306,5.6200322855563805,0.8598130706330539,5.942033182576411,10.49483565137501,7.858200734661701,10.64094895435773,6.316979270270407,15.0,30.0,2026.0,9.507170798690474,24.78215375804998,Hard coal,0%,,,,
33,7.342181022189496,5.110246787790825,0.8686895493851815,6.00337713405966,10.603181510316084,7.939326684282146,10.750803247717434,6.382194064259176,15.0,30.0,2026.0,9.530396065357142,24.71968445094997,Hard coal,-10%,0.0024429209444587377,-0.0025207376126345615,-0.02693151264423361,0.02778938755322853
34,7.193650400565336,6.11950494076885,0.8511161609902826,5.881930205024363,10.38868160406733,7.778715944213245,10.533316987910355,6.253083756460235,15.0,30.0,2026.0,9.504853082023807,24.79313582164998,Hard coal,+10%,-0.00024378616054591856,0.00044314403450236453,-0.002743065268422101,0.004986226483200719
35,7.267156850569306,5.6200322855563805,0.8598130706330539,5.942033182576411,10.49483565137501,7.858200734661701,10.64094895435773,6.316979270270407,15.0,30.0,2026.0,9.507170798690474,24.78215375804998,Hydropower,0%,,,,
36,7.278535359363935,5.628831818592783,0.7750433861765527,5.951336886654386,10.511267879578257,7.870504666998364,10.657609958619785,6.326870044015937,15.0,30.0,2026.0,9.507170798690474,24.78215375804998,Hydropower,-10%,0.0,0.0,-0.0,-0.0
37,7.255813862211469,5.611260222135081,0.9443181284787198,5.932758521990744,10.478454719869227,7.84593521166837,10.624339960966298,6.307119372680091,15.0,30.0,2026.0,9.507170798690474,24.78215375804998,Hydropower,+10%,0.0,0.0,0.0,0.0
38,7.267156850569306,5.6200322855563805,0.8598130706330539,5.942033182576411,10.49483565137501,7.858200734661701,10.64094895435773,6.316979270270407,15.0,30.0,2026.0,9.507170798690474,24.78215375804998,Lignite,0%,,,,
39,7.346526494582922,5.681412543478664,0.8692036835973321,5.406237211415332,10.609457006983396,7.944025577543519,10.757166114361407,6.385971368037428,15.0,30.0,2026.0,9.530396065357142,24.71968445094997,Lignite,-10%,0.0024429209444587377,-0.0025207376126345615,-0.027092247974408037,0.027955242937689074
40,7.189483847681092,5.559964119570163,0.8506231956252819,6.466375738634106,10.382664493297318,7.774210522132885,10.527216104515578,6.249461978543578,15.0,30.0,2026.0,9.504853082023807,24.79313582164998,Lignite,+10%,-0.00024378616054591856,0.00044314403450236453,-0.0027626700115818115,0.0050218631451003195
41,7.267156850569306,5.6200322855563805,0.8598130706330539,5.942033182576411,10.49483565137501,7.858200734661701,10.64094895435773,6.316979270270407,15.0,30.0,2026.0,9.507170798690474,24.78215375804998,Mineral oil,0%,,,,
42,7.408522720331778,5.729357124482709,0.8765387619952353,6.057621810465539,9.629089748756675,8.011064007667363,10.847944211920254,6.439861614380446,15.0,30.0,2026.0,9.530396065357142,24.71968445094997,Mineral oil,-10%,0.0024429209444587377,-0.0025207376126345615,-0.0296138321230945,0.0305571494878928
43,7.1310849156497715,5.514801494047319,0.8437137307404547,5.830773171387041,11.328160698756484,7.711061956603299,10.441705351478014,6.1986986813376195,15.0,30.0,2026.0,9.504853082023807,24.79313582164998,Mineral oil,+10%,-0.00024378616054591856,0.00044314403450236453,-0.0030702253544983432,0.005580924066309253
44,7.267156850569306,5.6200322855563805,0.8598130706330539,5.942033182576411,10.49483565137501,7.858200734661701,10.64094895435773,6.316979270270407,15.0,30.0,2026.0,9.507170798690474,24.78215375804998,Natural gas,0%,,,,
45,7.3724923502106,5.7014931540875065,0.8722758316901728,6.0281613681986626,10.64695549407584,7.1748929319389525,10.795186670401659,6.408542199396605,15.0,30.0,2026.0,9.530396065357142,24.71968445094997,Natural gas,-10%,0.0024429209444587377,-0.0025207376126345615,-0.028094166470765812,0.02898907649022054
46,7.164788941973823,5.540866393978518,0.8477014198687154,5.858331465080434,10.347001443475616,8.522257875225913,10.49105653943847,6.227995920958504,15.0,30.0,2026.0,9.504853082023807,24.79313582164998,Natural gas,+10%,-0.00024378616054591856,0.00044314403450236453,-0.0028848731063634285,0.005243998693438801
47,7.267156850569306,5.6200322855563805,0.8598130706330539,5.942033182576411,10.49483565137501,7.858200734661701,10.64094895435773,6.316979270270407,15.0,30.0,2026.0,9.507170798690474,24.78215375804998,Nuclear,0%,,,,
48,7.410529701994163,5.730909217270996,0.8767762178670875,6.059262830726961,10.701886984312045,8.013234218810195,9.765794644950425,6.441606184068124,15.0,30.0,2026.0,9.530396065357142,24.71968445094997,Nuclear,-10%,0.0024429209444587377,-0.0025207376126345615,-0.02970332979005932,0.03064949800857375
49,7.129226424269826,5.5133642357394965,0.8434938434842699,5.829253565071085,10.295643975028607,7.709052312580532,11.482882456933291,6.197083186892886,15.0,30.0,2026.0,9.504853082023807,24.79313582164998,Nuclear,+10%,-0.00024378616054591856,0.00044314403450236453,-0.0030811413041675036,0.005600766611784288
50,7.267156850569306,5.6200322855563805,0.8598130706330539,5.942033182576411,10.49483565137501,7.858200734661701,10.64094895435773,6.316979270270407,15.0,30.0,2026.0,9.507170798690474,24.78215375804998,Other,0%,,,,
51,7.351592960266523,5.6853306783560305,0.8698031220718621,6.0110728601209,10.616773723242048,7.949504103076362,10.764584696872667,5.751337855993608,15.0,30.0,2026.0,9.530396065357142,24.71968445094997,Other,-10%,0.0024429209444587377,-0.0025207376126345615,-0.027282091755579264,0.028151133992128863
52,7.184638284914405,5.556216819250322,0.8500498932613674,5.874561396101674,10.375666793107207,7.768970865734107,10.520120979542266,6.869774968088651,15.0,30.0,2026.0,9.504853082023807,24.79313582164998,Other,+10%,-0.00024378616054591856,0.00044314403450236453,-0.002785825086239586,0.005063953447437711
53,7.267156850569306,5.6200322855563805,0.8598130706330539,5.942033182576411,10.49483565137501,7.858200734661701,10.64094895435773,6.316979270270407,15.0,30.0,2026.0,9.507170798690474,24.78215375804998,Solar,0%,,,,
54,7.267156850569306,5.6200322855563805,0.8598130706330539,5.942033182576411,10.49483565137501,7.858200734661701,10.64094895435773,6.316979270270407,15.0,30.0,2026.0,9.507170798690474,24.78215375804998,Solar,-10%,0.0,0.0,,
55,7.068961663735597,5.466758677768479,0.8363636232521524,5.779977732142509,10.208612860882964,7.643886169170927,10.35074125560252,6.14469801744485,16.5,30.0,2026.0,9.495425625773807,24.92815471743331,Solar,+10%,-0.0012354014843495703,0.005891374930877575,-0.012354014843495702,0.05891374930877575
56,7.267156850569306,5.6200322855563805,0.8598130706330539,5.942033182576411,10.49483565137501,7.858200734661701,10.64094895435773,6.316979270270407,15.0,30.0,2026.0,9.507170798690474,24.78215375804998,Wind,0%,,,,
57,7.267156850569306,5.6200322855563805,0.8598130706330539,5.942033182576411,10.49483565137501,7.858200734661701,10.64094895435773,6.316979270270407,15.0,30.0,2026.0,9.507170798690474,24.78215375804998,Wind,-10%,0.0,0.0,,
58,6.870766476901889,5.313485069980578,0.8129141758712509,5.617922281708607,9.922390070390918,7.429571603680154,10.060533556847307,5.972416764619294,15.0,33.0,2026.0,9.42810053744047,25.16423104263331,Wind,+10%,-0.008316907618920205,0.015417436608358615,-0.08316907618920205,0.15417436608358615
59,7.475446858441364,5.658619435692982,0.436623384148479,4.083837882184132,10.353997437299778,8.811547266727297,9.260866426622199,8.919061308883768,15.0,30.0,2027.0,9.592334795357141,24.71968445094997,Biomass,0%,,,,
60,6.820605949539319,5.736589563752106,0.44263961859621864,4.1401090921966155,10.496665187850006,8.932961593418383,9.388471922879388,9.041957071767968,15.0,30.0,2027.0,9.42810053744047,25.16423104263331,Biomass,-10%,-0.01712140593718266,0.01798350592077471,0.1954522976272347,-0.20529374541462325
61,8.11272563633722,5.582740382862863,0.43076849865756056,4.029075805685883,10.215155882840023,8.69338914208833,9.136683172946245,8.799461478581877,15.0,30.0,2027.0,10.431780273690471,24.746109343549975,Biomass,+10%,0.08751211214392102,0.0010689817927263033,1.0265399798214374,0.012539436211184744
62,7.475446858441364,5.658619435692982,0.436623384148479,4.083837882184132,10.353997437299778,8.811547266727297,9.260866426622199,8.919061308883768,15.0,30.0,2027.0,9.592334795357141,24.71968445094997,Hard coal,0%,,,,
63,7.55315674858386,5.145698491201005,0.4411622372576425,4.126290808302646,10.461630869604855,8.903146388900117,9.357136378942773,9.011778077207106,15.0,30.0,2027.0,9.592334795357141,24.71968445094997,Hard coal,-10%,0.0,0.0,-0.0,-0.0
