statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;ENRKER;Kernenergie;-;GJ;BRN001;Brennstoffeinsatz;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-H2;Wasserstoff;-;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-H2;Wasserstoff;-;MWh;EKT002;Elektrizitätserzeugung (netto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-H2;Wasserstoff;-;MWh;EKT001;Elektrizitätserzeugung (brutto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-H2;Wasserstoff;-;GJ;BRN001;Brennstoffeinsatz;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-SONST;Sonstige Mineralölprodukte;32383;MWh;WRM001;Nettowärmeerzeugung;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-SONST;Sonstige Mineralölprodukte;1118141;MWh;EKT002;Elektrizitätserzeugung (netto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-SONST;Sonstige Mineralölprodukte;1206490;MWh;EKT001;Elektrizitätserzeugung (brutto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-SONST;Sonstige Mineralölprodukte;10894767;GJ;BRN001;Brennstoffeinsatz;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-S-SONST;Sonstige Steinkohlen;-;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-S-SONST;Sonstige Steinkohlen;-;MWh;EKT002;Elektrizitätserzeugung (netto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-S-SONST;Sonstige Steinkohlen;-;MWh;EKT001;Elektrizitätserzeugung (brutto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-S-SONST;Sonstige Steinkohlen;-;GJ;BRN001;Brennstoffeinsatz;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-B-SONST;Sonstige Braunkohlen;22213;MWh;WRM001;Nettowärmeerzeugung;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-B-SONST;Sonstige Braunkohlen;186717;MWh;EKT002;Elektrizitätserzeugung (netto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-B-SONST;Sonstige Braunkohlen;196752;MWh;EKT001;Elektrizitätserzeugung (brutto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-B-SONST;Sonstige Braunkohlen;1765695;GJ;BRN001;Brennstoffeinsatz;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-BIO;Biogas;1753129;MWh;WRM001;Nettowärmeerzeugung;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-BIO;Biogas;1730985;MWh;EKT002;Elektrizitätserzeugung (netto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-BIO;Biogas;1778272;MWh;EKT001;Elektrizitätserzeugung (brutto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-BIO;Biogas;17023006;GJ;BRN001;Brennstoffeinsatz;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WIND-01;Windkraft;-;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WIND-01;Windkraft;442073;MWh;EKT002;Elektrizitätserzeugung (netto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WIND-01;Windkraft;443150;MWh;EKT001;Elektrizitätserzeugung (brutto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WIND-01;Windkraft;-;GJ;BRN001;Brennstoffeinsatz;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-HO-01;Hochofengas;-;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-HO-01;Hochofengas;-;MWh;EKT002;Elektrizitätserzeugung (netto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-HO-01;Hochofengas;-;MWh;EKT001;Elektrizitätserzeugung (brutto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-HO-01;Hochofengas;-;GJ;BRN001;Brennstoffeinsatz;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WAS-PSP-03;Pumpspeicher ohne natürlichen Zufluss;-;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WAS-PSP-03;Pumpspeicher ohne natürlichen Zufluss;-;MWh;EKT002;Elektrizitätserzeugung (netto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WAS-PSP-03;Pumpspeicher ohne natürlichen Zufluss;-;MWh;EKT001;Elektrizitätserzeugung (brutto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WAS-PSP-03;Pumpspeicher ohne natürlichen Zufluss;-;GJ;BRN001;Brennstoffeinsatz;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-H-L-01;Heizöl, leicht;224144;MWh;WRM001;Nettowärmeerzeugung;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-H-L-01;Heizöl, leicht;454383;MWh;EKT002;Elektrizitätserzeugung (netto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-H-L-01;Heizöl, leicht;500688;MWh;EKT001;Elektrizitätserzeugung (brutto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-H-L-01;Heizöl, leicht;5895618;GJ;BRN001;Brennstoffeinsatz;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-SONST;Sonstige hergestellte Gase;770757;MWh;WRM001;Nettowärmeerzeugung;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-SONST;Sonstige hergestellte Gase;253826;MWh;EKT002;Elektrizitätserzeugung (netto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-SONST;Sonstige hergestellte Gase;275682;MWh;EKT001;Elektrizitätserzeugung (brutto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-SONST;Sonstige hergestellte Gase;4343951;GJ;BRN001;Brennstoffeinsatz;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WRM-01;Wärme;1801833;MWh;WRM001;Nettowärmeerzeugung;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WRM-01;Wärme;514311;MWh;EKT002;Elektrizitätserzeugung (netto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WRM-01;Wärme;536607;MWh;EKT001;Elektrizitätserzeugung (brutto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WRM-01;Wärme;11907416;GJ;BRN001;Brennstoffeinsatz;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;ENR-EB-SONST;Sonstige erneuerbare Energien;-;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;ENR-EB-SONST;Sonstige erneuerbare Energien;-;MWh;EKT002;Elektrizitätserzeugung (netto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;ENR-EB-SONST;Sonstige erneuerbare Energien;-;MWh;EKT001;Elektrizitätserzeugung (brutto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;ENR-EB-SONST;Sonstige erneuerbare Energien;2950977;GJ;BRN001;Brennstoffeinsatz;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;SOLTH-01;Solarthermie;-;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;SOLTH-01;Solarthermie;-;MWh;EKT002;Elektrizitätserzeugung (netto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;SOLTH-01;Solarthermie;-;MWh;EKT001;Elektrizitätserzeugung (brutto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;SOLTH-01;Solarthermie;-;GJ;BRN001;Brennstoffeinsatz;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-FL;Flüssiggas;-;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-FL;Flüssiggas;-;MWh;EKT002;Elektrizitätserzeugung (netto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-FL;Flüssiggas;-;MWh;EKT001;Elektrizitätserzeugung (brutto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-FL;Flüssiggas;-;GJ;BRN001;Brennstoffeinsatz;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-H-S-01;Heizöl, schwer;91720;MWh;WRM001;Nettowärmeerzeugung;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-H-S-01;Heizöl, schwer;184404;MWh;EKT002;Elektrizitätserzeugung (netto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-H-S-01;Heizöl, schwer;203408;MWh;EKT001;Elektrizitätserzeugung (brutto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-H-S-01;Heizöl, schwer;2253887;GJ;BRN001;Brennstoffeinsatz;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WAS-PSP-01;Pumpspeicherwasser;-;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WAS-PSP-01;Pumpspeicherwasser;-;MWh;EKT002;Elektrizitätserzeugung (netto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WAS-PSP-01;Pumpspeicherwasser;-;MWh;EKT001;Elektrizitätserzeugung (brutto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WAS-PSP-01;Pumpspeicherwasser;-;GJ;BRN001;Brennstoffeinsatz;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-S-01;Steinkohlen;32941845;MWh;WRM001;Nettowärmeerzeugung;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-S-01;Steinkohlen;105713575;MWh;EKT002;Elektrizitätserzeugung (netto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-S-01;Steinkohlen;114885388;MWh;EKT001;Elektrizitätserzeugung (brutto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-S-01;Steinkohlen;1118638161;GJ;BRN001;Brennstoffeinsatz;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-H-S-01;Heizöl, schwer;184276;MWh;WRM001;Nettowärmeerzeugung;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-H-S-01;Heizöl, schwer;538658;MWh;EKT002;Elektrizitätserzeugung (netto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-H-S-01;Heizöl, schwer;589551;MWh;EKT001;Elektrizitätserzeugung (brutto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;OEL-H-S-01;Heizöl, schwer;6141081;GJ;BRN001;Brennstoffeinsatz;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-KL;Klärgas;35443;MWh;WRM001;Nettowärmeerzeugung;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-KL;Klärgas;27483;MWh;EKT002;Elektrizitätserzeugung (netto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-KL;Klärgas;29085;MWh;EKT001;Elektrizitätserzeugung (brutto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-KL;Klärgas;422513;GJ;BRN001;Brennstoffeinsatz;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-K-01;Kokereigas;-;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-K-01;Kokereigas;42711;MWh;EKT002;Elektrizitätserzeugung (netto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-K-01;Kokereigas;47386;MWh;EKT001;Elektrizitätserzeugung (brutto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;GAS-K-01;Kokereigas;449367;GJ;BRN001;Brennstoffeinsatz;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-S-KWS;Kohlenwertstoffe aus Steinkohle;-;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-S-KWS;Kohlenwertstoffe aus Steinkohle;-;MWh;EKT002;Elektrizitätserzeugung (netto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-S-KWS;Kohlenwertstoffe aus Steinkohle;-;MWh;EKT001;Elektrizitätserzeugung (brutto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-S-KWS;Kohlenwertstoffe aus Steinkohle;-;GJ;BRN001;Brennstoffeinsatz;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;SP-SONST-01;Andere Speicher;-;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;SP-SONST-01;Andere Speicher;-;MWh;EKT002;Elektrizitätserzeugung (netto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;SP-SONST-01;Andere Speicher;-;MWh;EKT001;Elektrizitätserzeugung (brutto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;SP-SONST-01;Andere Speicher;-;GJ;BRN001;Brennstoffeinsatz;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-B-STK;Staub- und Trockenkohle;.;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-B-STK;Staub- und Trockenkohle;.;MWh;EKT002;Elektrizitätserzeugung (netto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-B-STK;Staub- und Trockenkohle;.;MWh;EKT001;Elektrizitätserzeugung (brutto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;KHL-B-STK;Staub- und Trockenkohle;.;GJ;BRN001;Brennstoffeinsatz;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;PKOKS-01;Petrolkoks;.;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;PKOKS-01;Petrolkoks;.;MWh;EKT002;Elektrizitätserzeugung (netto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;PKOKS-01;Petrolkoks;.;MWh;EKT001;Elektrizitätserzeugung (brutto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;PKOKS-01;Petrolkoks;.;GJ;BRN001;Brennstoffeinsatz;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;DIESEL-01;Dieselkraftstoff;.;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;DIESEL-01;Dieselkraftstoff;407;MWh;EKT002;Elektrizitätserzeugung (netto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;DIESEL-01;Dieselkraftstoff;412;MWh;EKT001;Elektrizitätserzeugung (brutto);e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;DIESEL-01;Dieselkraftstoff;4289;GJ;BRN001;Brennstoffeinsatz;e
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WRM-01;Wärme;-;MWh;WRM001;Nettowärmeerzeugung;
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WRM-01;Wärme;-;MWh;EKT002;Elektrizitätserzeugung (netto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WRM-01;Wärme;-;MWh;EKT001;Elektrizitätserzeugung (brutto);
43311;Monatserhebung ü. Elektrizitäts- u. Wärmeerzeugung;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;ENRG03;Energieträger;WRM-01;Wärme;-;GJ;BRN001;Brennstoffeinsatz;
